34144442.0,-118654084.0
34140430.0,-118625364.0
33989359.0,-118394633.0
34148863.0,-118437206.0
34194168.0,-118385816.0
34171873.0,-118380906.0
34131929.0,-118351474.0
34171345.0,-118314900.0
34218210.0,-118331311.0
34289776.0,-118432085.0
34291173.0,-118577875.0
34265214.0,-118520217.0
34447747.0,-118565056.0
34465048.0,-118568166.0
34416889.0,-118505805.0
34585014.0,-118162010.0
34563376.0,-118019104.0
34526913.0,-118050581.0
34690736.0,-118135225.0
34733960.0,-118139298.0
34560018.0,-118169806.0
33986910.0,-118329553.0
33960238.0,-118319986.0
33959896.0,-118350438.0
33952952.0,-118361711.0
33931500.0,-118352104.0
33901592.0,-118353199.0
33961232.0,-118385376.0
33879216.0,-118361434.0
34016768.0,-118408671.0
33974100.0,-118423000.0
33996200.0,-118438000.0
34047254.0,-118490143.0
34012977.0,-118479243.0
34003621.0,-118477513.0
34021478.0,-118495171.0
34043579.0,-118420247.0
34059700.0,-118439000.0
34061789.0,-118490569.0
34078805.0,-118685815.0
33989166.0,-118352009.0
33997099.0,-118308380.0
34040347.0,-118284504.0
34048500.0,-118351405.0
34059275.0,-118343860.0
33990297.0,-118275168.0
34046011.0,-118261452.0
34053742.0,-118277178.0
34078681.0,-118213803.0
34090024.0,-118162665.0
34072919.0,-118164004.0
34048938.0,-118192806.0
34040253.0,-118188151.0
34033519.0,-118185231.0
34028416.0,-118191127.0
34024226.0,-118188022.0
34021350.0,-118130571.0
34096844.0,-118107664.0
34081400.0,-118085000.0
34071672.0,-118250933.0
34067385.0,-118242805.0
34104348.0,-118254681.0
34097714.0,-118248712.0
34117105.0,-118242371.0
34110288.0,-118191254.0
34088168.0,-118355700.0
34099979.0,-118341961.0
34090892.0,-118385831.0
34102958.0,-118286134.0
34162542.0,-118264158.0
34172392.0,-118198221.0
34170195.0,-118191644.0
34142330.0,-118157533.0
34148283.0,-118149156.0
34144225.0,-118132334.0
34111765.0,-118045669.0
34202429.0,-118123203.0
34171205.0,-118131784.0
33976720.0,-118268917.0
33972924.0,-118288809.0
33955375.0,-118307766.0
33956700.0,-118274000.0
33938538.0,-118268310.0
33885660.0,-118290186.0
33915785.0,-118271373.0
33954475.0,-118183468.0
33943371.0,-118199640.0
33906779.0,-118177023.0
33980399.0,-118206130.0
33975454.0,-118164470.0
34014159.0,-118146081.0
34011495.0,-118115623.0
33881947.0,-118064573.0
33878703.0,-118087837.0
33874912.0,-118168701.0
33874476.0,-118127752.0
33801943.0,-118157478.0
33770827.0,-118156513.0
33779270.0,-118169007.0
33773611.0,-118193771.0
33771212.0,-118191236.0
33770013.0,-118192643.0
33824365.0,-118303282.0
33837000.0,-118347000.0
33795369.0,-118318560.0
33750912.0,-118284822.0
33729436.0,-118292194.0
33835697.0,-118384037.0
33803768.0,-118349826.0
33799682.0,-118388346.0
33953559.0,-118083855.0
33897134.0,-118102953.0
33889894.0,-118100732.0
34035689.0,-118042899.0
33980510.0,-118049973.0
34016009.0,-117947459.0
34033862.0,-117948861.0
34089943.0,-118025720.0
34143092.0,-117883804.0
34128204.0,-117874545.0
34041235.0,-117791327.0
34680553.0,-118087153.0
34680553.0,-118087153.0
34189273.0,-118545075.0
34209694.0,-118498313.0
34044283.0,-117990464.0
34308900.0,-118461613.0
34276994.0,-118395527.0
34267763.0,-118406278.0
34327059.0,-118465727.0
34327059.0,-118465727.0
34314483.0,-118476070.0
34271503.0,-118467494.0
34245616.0,-118596393.0
34248085.0,-118582132.0
34228588.0,-118592886.0
34233366.0,-118549198.0
34413580.0,-118459677.0
34422603.0,-118490620.0
34422603.0,-118490620.0
34371722.0,-118558041.0
34410234.0,-118461971.0
34410234.0,-118461971.0
34422842.0,-118424483.0
34418546.0,-118447357.0
34571089.0,-118065097.0
34575492.0,-118067368.0
34561192.0,-118046994.0
34556011.0,-118108992.0
34647495.0,-118231883.0
34760580.0,-118167523.0
34680513.0,-118091446.0
34706358.0,-118101844.0
34707984.0,-118083448.0
34709046.0,-118087037.0
34702455.0,-118085622.0
34716989.0,-118109192.0
34708502.0,-118105065.0
34708502.0,-118105065.0
34448823.0,-118419423.0
34269111.0,-118463314.0
34007975.0,-117841778.0
33859167.0,-118367327.0
34351436.0,-118538253.0
34015545.0,-118085974.0
34019770.0,-118789549.0
34007780.0,-117905626.0
34061774.0,-118075048.0
33798094.0,-118323741.0
34004233.0,-117850319.0
33910911.0,-118298113.0
33942163.0,-118171443.0
33906121.0,-118174218.0
33894127.0,-118177435.0
33900531.0,-118147274.0
34705741.0,-118072366.0
33767215.0,-118111307.0
33877007.0,-118310421.0
33867865.0,-118221492.0
33867865.0,-118221492.0
33856461.0,-118083541.0
33829801.0,-118063545.0
33884149.0,-118168176.0
33873158.0,-118187376.0
33870913.0,-118188258.0
33887682.0,-118190625.0
33820454.0,-118217277.0
33869548.0,-118262569.0
33831074.0,-118244565.0
33838340.0,-118265838.0
33869206.0,-118268576.0
33832526.0,-118283500.0
33828543.0,-118288255.0
33809822.0,-118309254.0
33800045.0,-118293567.0
33781080.0,-118299618.0
33784618.0,-118250820.0
33787905.0,-118329670.0
33724619.0,-118326045.0
34052478.0,-117769754.0
34107015.0,-117859630.0
33991203.0,-117892272.0
34238623.0,-118655270.0
34238428.0,-118660015.0
33915599.0,-118031358.0
34061123.0,-118061149.0
34047198.0,-118013567.0
34031186.0,-118003857.0
34031186.0,-118003857.0
33990153.0,-117881843.0
34110741.0,-117745979.0
34042184.0,-117750828.0
34106128.0,-117741572.0
34093087.0,-117758576.0
34104010.0,-117832104.0
34100336.0,-117821514.0
34097300.0,-117830650.0
34114031.0,-117782191.0
34105887.0,-117841113.0
34104778.0,-117863530.0
34098516.0,-117909131.0
34093048.0,-117870154.0
34140750.0,-117984895.0
34094771.0,-118030187.0
34113493.0,-117912914.0
34109389.0,-117878184.0
34133520.0,-117879368.0
34130178.0,-117833788.0
34111966.0,-117755447.0
34115061.0,-117752634.0
34046387.0,-117815445.0
34021582.0,-117915892.0
34024753.0,-117915266.0
33856782.0,-118220772.0
33856782.0,-118220772.0
33856782.0,-118220772.0
34621824.0,-118224390.0
34619963.0,-118221259.0
34619963.0,-118221259.0
34316857.0,-118401876.0
34558548.0,-118109732.0
33930195.0,-118229419.0
34428643.0,-118482122.0
34429346.0,-118485725.0
33863685.0,-117938506.0
33748083.0,-117948108.0
33687181.0,-117753231.0
33800071.0,-118070627.0
33646579.0,-117902609.0
33714381.0,-117821011.0
33714381.0,-117821011.0
33659879.0,-117808611.0
33737185.0,-117751869.0
33738284.0,-117751847.0
33710069.0,-117739091.0
33686633.0,-117751314.0
33696485.0,-117724943.0
33700729.0,-117727933.0
33701580.0,-117728214.0
33670038.0,-117687276.0
33525974.0,-117621817.0
33528291.0,-117624187.0
33746500.0,-117925000.0
33746100.0,-117909000.0
33799700.0,-117990000.0
33726650.0,-117808465.0
33827543.0,-117994994.0
33863571.0,-117939666.0
33682242.0,-117757943.0
33683239.0,-117758697.0
33695945.0,-117729931.0
33702604.0,-117734868.0
33905285.0,-117844108.0
33706165.0,-117744016.0
33723568.0,-118051714.0
33736471.0,-117755999.0
33669079.0,-117672715.0
33621178.0,-117879309.0
33910143.0,-117847490.0
33634949.0,-117832340.0
34430592.0,-119158001.0
34355400.0,-119060000.0
34274276.0,-119152873.0
34260898.0,-118671161.0
34167903.0,-118834113.0
34422767.0,-119291147.0
34429402.0,-119289053.0
34262892.0,-119240051.0
34164815.0,-119137948.0
34192481.0,-119174775.0
34164018.0,-119149643.0
34196427.0,-118958804.0
34268764.0,-118671073.0
34270215.0,-118691763.0
34339245.0,-119075181.0
34153915.0,-118480682.0
34274964.0,-118437079.0
34410721.0,-118559634.0
34659491.0,-118394593.0
33913286.0,-118376591.0
34029608.0,-118388946.0
34087460.0,-117735338.0
34286400.0,-119151000.0
34168994.0,-118399186.0
34443504.0,-118495682.0
34424104.0,-118468083.0
34616963.0,-118407494.0
33914386.0,-118377391.0
33979587.0,-118409089.0
34061234.0,-118396845.0
34094580.0,-118129625.0
34108451.0,-118264963.0
34140569.0,-118245926.0
33935504.0,-118235860.0
33836394.0,-118140316.0
34282725.0,-119300272.0
34335600.0,-119122260.0
34335600.0,-119122260.0
34443504.0,-118495682.0
34143864.0,-117876441.0
34279497.0,-118580979.0
33915086.0,-118372591.0
34047268.0,-118473674.0
34120760.0,-118249391.0
33792993.0,-118219767.0
33973387.0,-118042800.0
34026488.0,-118463725.0
33699113.0,-117730315.0
33691276.0,-117754945.0
33669079.0,-117672715.0
33829484.0,-117908707.0
33733382.0,-117934508.0
33882085.0,-117856108.0
33815953.0,-117995700.0
33681349.0,-117955363.0
33632079.0,-117920808.0
33738781.0,-117752913.0
34433200.0,-119303320.0
34464778.0,-119197656.0
34450686.0,-119278912.0
34448639.0,-119277621.0
34450089.0,-119277534.0
34437502.0,-119265201.0
34437002.0,-119293151.0
34438707.0,-119295720.0
34440918.0,-119293909.0
34437618.0,-119287075.0
34452715.0,-119266845.0
34451218.0,-119254524.0
34449407.0,-119254052.0
34445300.0,-119253000.0
34450161.0,-119246690.0
34456617.0,-119240887.0
34460706.0,-119242372.0
34456013.0,-119239461.0
34454169.0,-119237898.0
34453114.0,-119236028.0
34461036.0,-119236181.0
34460521.0,-119233963.0
34442894.0,-119251297.0
34447734.0,-119217158.0
34461232.0,-119180816.0
34454777.0,-119197226.0
34437502.0,-119136748.0
34411071.0,-119295022.0
34400519.0,-119297939.0
34419017.0,-119296402.0
34417202.0,-119291994.0
34420282.0,-119280220.0
34384437.0,-119299057.0
34434330.0,-119140961.0
34383313.0,-119069587.0
34371870.0,-119056755.0
34378340.0,-118936013.0
34407670.0,-118915735.0
34405131.0,-118910954.0
34406451.0,-118906446.0
34408400.0,-118923000.0
34406149.0,-118924197.0
34398168.0,-118927194.0
34397172.0,-118927384.0
34413587.0,-118794057.0
34401933.0,-118805341.0
34365693.0,-119448392.0
34444682.0,-119249197.0
34370526.0,-119304482.0
